name,type,value,date
Nishikori,10,2815,2014-05-19
Nadal,1,12500,2014-05-26
Djokovic,2,11850,2014-05-26
Wawrinka,3,5830,2014-05-26
Federer,4,5125,2014-05-26
Ferrer,5,5030,2014-05-26
Berdych,6,4330,2014-05-26
Del Potro,7,4125,2014-05-26
Murray,8,4120,2014-05-26
Raonic,9,2975,2014-05-26
Nishikori,10,2815,2014-05-26
Nadal,1,12500,2014-06-09
Djokovic,2,12330,2014-06-09
Wawrinka,3,5480,2014-06-09
Federer,4,4945,2014-06-09
Murray,5,4840,2014-06-09
Berdych,6,4680,2014-06-09
Ferrer,7,4190,2014-06-09
Del Potro,8,4125,2014-06-09
Raonic,9,3245,2014-06-09
Gulbis,10,2725,2014-06-09
Nadal,1,12500,2014-06-16
Djokovic,2,12330,2014-06-16
Wawrinka,3,5525,2014-06-16
Federer,4,4945,2014-06-16
Murray,5,4680,2014-06-16
Berdych,6,4680,2014-06-16
Ferrer,7,4190,2014-06-16
Del Potro,8,4080,2014-06-16
Raonic,9,3245,2014-06-16
Gulbis,10,2725,2014-06-16
Nadal,1,12500,2014-06-23
Djokovic,2,12330,2014-06-23
Wawrinka,3,5420,2014-06-23
Federer,4,4945,2014-06-23
Murray,5,4680,2014-06-23
Berdych,6,4680,2014-06-23
Ferrer,7,4190,2014-06-23
Del Potro,8,4080,2014-06-23
Raonic,9,3245,2014-06-23
Gulbis,10,2725,2014-06-23
Djokovic,1,13130,2014-07-07
Nadal,2,12670,2014-07-07
Federer,3,6100,2014-07-07
Wawrinka,4,5770,2014-07-07
Berdych,5,4410,2014-07-07
Raonic,6,3920,2014-07-07
Ferrer,7,3875,2014-07-07
Del Potro,8,3360,2014-07-07
Dimitrov,9,3270,2014-07-07
Murray,10,3040,2014-07-07
Djokovic,1,13130,2014-07-14
Nadal,2,12670,2014-07-14
Federer,3,6100,2014-07-14
Wawrinka,4,5770,2014-07-14
Berdych,5,4410,2014-07-14
Raonic,6,3920,2014-07-14
Ferrer,7,3875,2014-07-14
Del Potro,8,3360,2014-07-14
Dimitrov,9,3270,2014-07-14
Murray,10,3040,2014-07-14
Djokovic,1,13130,2014-07-21
Nadal,2,12670,2014-07-21
Federer,3,6070,2014-07-21
Wawrinka,4,5770,2014-07-21
Berdych,5,4410,2014-07-21
Ferrer,6,4085,2014-07-21
Raonic,7,3920,2014-07-21
Del Potro,8,3360,2014-07-21
Dimitrov,9,3270,2014-07-21
Murray,10,3040,2014-07-21
Djokovic,1,13130,2014-07-28
Nadal,2,12670,2014-07-28
Federer,3,6070,2014-07-28
Wawrinka,4,5770,2014-07-28
Berdych,5,4410,2014-07-28
Ferrer,6,4085,2014-07-28
Raonic,7,3920,2014-07-28
Del Potro,8,3360,2014-07-28
Dimitrov,9,3270,2014-07-28
Murray,10,3040,2014-07-28
Djokovic,1,13130,2014-08-04
Nadal,2,12670,2014-08-04
Federer,3,6070,2014-08-04
Wawrinka,4,5770,2014-08-04
Berdych,5,4410,2014-08-04
Raonic,6,4375,2014-08-04
Ferrer,7,4085,2014-08-04
Dimitrov,8,3270,2014-08-04
Murray,9,3060,2014-08-04
Del Potro,10,2860,2014-08-04
Djokovic,1,12860,2014-08-11
Nadal,2,11670,2014-08-11
Federer,3,6670,2014-08-11
Wawrinka,4,5850,2014-08-11
Berdych,5,4410,2014-08-11
Ferrer,6,4255,2014-08-11
Raonic,7,3955,2014-08-11
Dimitrov,8,3620,2014-08-11
Murray,9,3150,2014-08-11
Tsonga,10,2910,2014-08-11
Djokovic,1,12770,2014-08-18
Nadal,2,10670,2014-08-18
Federer,3,7490,2014-08-18
Wawrinka,4,5985,2014-08-18
Ferrer,5,4765,2014-08-18
Raonic,6,4225,2014-08-18
Berdych,7,4060,2014-08-18
Dimitrov,8,3540,2014-08-18
Murray,9,3150,2014-08-18
Tsonga,10,2920,2014-08-18
Djokovic,1,12770,2014-08-25
Nadal,2,10670,2014-08-25
Federer,3,7490,2014-08-25
Wawrinka,4,5985,2014-08-25
Ferrer,5,4765,2014-08-25
Raonic,6,4225,2014-08-25
Berdych,7,4060,2014-08-25
Dimitrov,8,3540,2014-08-25
Murray,9,3150,2014-08-25
Tsonga,10,2920,2014-08-25
Djokovic,1,12290,2014-09-08
Nadal,2,8670,2014-09-08
Federer,3,8030,2014-09-08
Wawrinka,4,5625,2014-09-08
Ferrer,5,4495,2014-09-08
Berdych,6,4240,2014-09-08
Raonic,7,4225,2014-09-08
Nishikori,8,3870,2014-09-08
Cilic,9,3845,2014-09-08
Dimitrov,10,3710,2014-09-08
Djokovic,1,12150,2014-09-15
Nadal,2,8665,2014-09-15
Federer,3,8170,2014-09-15
Wawrinka,4,5690,2014-09-15
Ferrer,5,4495,2014-09-15
Raonic,6,4200,2014-09-15
Berdych,7,4175,2014-09-15
Nishikori,8,3865,2014-09-15
Cilic,9,3845,2014-09-15
Dimitrov,10,3710,2014-09-15
Djokovic,1,12150,2014-09-22
Nadal,2,8665,2014-09-22
Federer,3,8170,2014-09-22
Wawrinka,4,5690,2014-09-22
Ferrer,5,4495,2014-09-22
Raonic,6,4200,2014-09-22
Berdych,7,4175,2014-09-22
Nishikori,8,3865,2014-09-22
Cilic,9,3845,2014-09-22
Dimitrov,10,3710,2014-09-22
Djokovic,1,12150,2014-09-29
Nadal,2,8665,2014-09-29
Federer,3,8170,2014-09-29
Wawrinka,4,5600,2014-09-29
Ferrer,5,4495,2014-09-29
Berdych,6,4115,2014-09-29
Nishikori,7,4025,2014-09-29
Raonic,8,3965,2014-09-29
Cilic,9,3845,2014-09-29
Dimitrov,10,3710,2014-09-29
Djokovic,1,12150,2014-10-06
Nadal,2,8455,2014-10-06
Federer,3,8170,2014-10-06
Wawrinka,4,5555,2014-10-06
Ferrer,5,4495,2014-10-06
Nishikori,6,4435,2014-10-06
Berdych,7,4235,2014-10-06
Raonic,8,3965,2014-10-06
Cilic,9,3935,2014-10-06
Dimitrov,10,3710,2014-10-06
Djokovic,1,11510,2014-10-13
Federer,2,9080,2014-10-13
Nadal,3,8105,2014-10-13
Wawrinka,4,5385,2014-10-13
Ferrer,5,4585,2014-10-13
Nishikori,6,4355,2014-10-13
Berdych,7,4325,2014-10-13
Cilic,8,3945,2014-10-13
Raonic,9,3885,2014-10-13
Dimitrov,10,3745,2014-10-13
Djokovic,1,11510,2014-10-20
Federer,2,9080,2014-10-20
Nadal,3,8105,2014-10-20
Wawrinka,4,5385,2014-10-20
Ferrer,5,4585,2014-10-20
Berdych,6,4485,2014-10-20
Nishikori,7,4355,2014-10-20
Cilic,8,4105,2014-10-20
Raonic,9,3840,2014-10-20
Murray,10,3795,2014-10-20
Djokovic,1,11510,2014-10-27
Federer,2,9280,2014-10-27
Nadal,3,8195,2014-10-27
Wawrinka,4,5385,2014-10-27
Berdych,5,4485,2014-10-27
Ferrer,6,4465,2014-10-27
Nishikori,7,4355,2014-10-27
Murray,8,4295,2014-10-27
Cilic,9,4195,2014-10-27
Raonic,10,3930,2014-10-27
Djokovic,1,10010,2014-11-03
Federer,2,8700,2014-11-03
Nadal,3,6835,2014-11-03
Wawrinka,4,4895,2014-11-03
Nishikori,5,4625,2014-11-03
Murray,6,4475,2014-11-03
Berdych,7,4465,2014-11-03
Raonic,8,4440,2014-11-03
Cilic,9,4150,2014-11-03
Ferrer,10,4045,2014-11-03
Djokovic,1,10010,2014-11-10
Federer,2,8700,2014-11-10
Nadal,3,6835,2014-11-10
Wawrinka,4,4895,2014-11-10
Nishikori,5,4625,2014-11-10
Murray,6,4475,2014-11-10
Berdych,7,4465,2014-11-10
Raonic,8,4440,2014-11-10
Cilic,9,4150,2014-11-10
Ferrer,10,4045,2014-11-10
Djokovic,1,11510,2014-11-17
Federer,2,9700,2014-11-17
Nadal,3,6835,2014-11-17
Wawrinka,4,5295,2014-11-17
Nishikori,5,5025,2014-11-17
Murray,6,4675,2014-11-17
Berdych,7,4665,2014-11-17
Raonic,8,4440,2014-11-17
Cilic,9,4150,2014-11-17
Ferrer,10,4045,2014-11-17
Djokovic,1,11360,2014-11-24
Federer,2,9775,2014-11-24
Nadal,3,6835,2014-11-24
Wawrinka,4,5370,2014-11-24
Nishikori,5,5025,2014-11-24
Murray,6,4675,2014-11-24
Berdych,7,4600,2014-11-24
Raonic,8,4440,2014-11-24
Cilic,9,4150,2014-11-24
Ferrer,10,4045,2014-11-24
Djokovic,1,11360,2014-12-01
Federer,2,9775,2014-12-01
Nadal,3,6835,2014-12-01
Wawrinka,4,5370,2014-12-01
Nishikori,5,5025,2014-12-01
Murray,6,4675,2014-12-01
Berdych,7,4600,2014-12-01
Raonic,8,4440,2014-12-01
Cilic,9,4150,2014-12-01
Ferrer,10,4045,2014-12-01
Djokovic,1,11360,2014-12-08
Federer,2,9775,2014-12-08
Nadal,3,6835,2014-12-08
Wawrinka,4,5370,2014-12-08
Nishikori,5,5025,2014-12-08
Murray,6,4675,2014-12-08
Berdych,7,4600,2014-12-08
Raonic,8,4440,2014-12-08
Cilic,9,4150,2014-12-08
Ferrer,10,4045,2014-12-08
Djokovic,1,11360,2014-12-15
Federer,2,9775,2014-12-15
Nadal,3,6835,2014-12-15
Wawrinka,4,5370,2014-12-15
Nishikori,5,5025,2014-12-15
Murray,6,4675,2014-12-15
Berdych,7,4600,2014-12-15
Raonic,8,4440,2014-12-15
Cilic,9,4150,2014-12-15
Ferrer,10,4045,2014-12-15
Djokovic,1,11360,2014-12-22
Federer,2,9775,2014-12-22
Nadal,3,6835,2014-12-22
Wawrinka,4,5370,2014-12-22
Nishikori,5,5025,2014-12-22
Murray,6,4675,2014-12-22
Berdych,7,4600,2014-12-22
Raonic,8,4440,2014-12-22
Cilic,9,4150,2014-12-22
Ferrer,10,4045,2014-12-22
Djokovic,1,11360,2014-12-29
Federer,2,9775,2014-12-29
Nadal,3,6835,2014-12-29
Wawrinka,4,5370,2014-12-29
Nishikori,5,5025,2014-12-29
Murray,6,4675,2014-12-29
Berdych,7,4600,2014-12-29
Raonic,8,4440,2014-12-29
Cilic,9,4150,2014-12-29
Ferrer,10,4045,2014-12-29
Djokovic,1,11360,2015-01-05
Federer,2,9625,2015-01-05
Nadal,3,6585,2015-01-05
Wawrinka,4,5120,2015-01-05
Nishikori,5,5025,2015-01-05
Murray,6,4675,2015-01-05
Berdych,7,4600,2015-01-05
Raonic,8,4440,2015-01-05
Cilic,9,4150,2015-01-05
Ferrer,10,4045,2015-01-05
Djokovic,1,11405,2015-01-12
Federer,2,9875,2015-01-12
Nadal,3,6585,2015-01-12
Wawrinka,4,5370,2015-01-12
Nishikori,5,5025,2015-01-12
Murray,6,4675,2015-01-12
Berdych,7,4660,2015-01-12
Raonic,8,4575,2015-01-12
Cilic,9,4150,2015-01-12
Ferrer,10,4145,2015-01-12
Djokovic,1,11405,2015-01-19
Federer,2,9875,2015-01-19
Nadal,3,6585,2015-01-19
Wawrinka,4,5370,2015-01-19
Nishikori,5,5025,2015-01-19
Murray,6,4675,2015-01-19
Berdych,7,4660,2015-01-19
Raonic,8,4575,2015-01-19
Cilic,9,4150,2015-01-19
Ferrer,10,4145,2015-01-19
Djokovic,1,13045,2015-02-02
Federer,2,9245,2015-02-02
Nadal,3,5745,2015-02-02
Murray,4,5515,2015-02-02
Nishikori,5,5205,2015-02-02
Raonic,6,4845,2015-02-02
Berdych,7,4660,2015-02-02
Cilic,8,4105,2015-02-02
Wawrinka,9,4090,2015-02-02
Ferrer,10,3965,2015-02-02
Djokovic,1,13045,2015-02-09
Federer,2,9205,2015-02-09
Nadal,3,5745,2015-02-09
Murray,4,5460,2015-02-09
Nishikori,5,5205,2015-02-09
Raonic,6,4845,2015-02-09
Berdych,7,4660,2015-02-09
Wawrinka,8,4050,2015-02-09
Ferrer,9,3965,2015-02-09
Cilic,10,3945,2015-02-09
Djokovic,1,13045,2015-02-16
Federer,2,9205,2015-02-16
Nadal,3,5745,2015-02-16
Murray,4,5460,2015-02-16
Nishikori,5,5205,2015-02-16
Raonic,6,4980,2015-02-16
Wawrinka,7,4550,2015-02-16
Berdych,8,4460,2015-02-16
Ferrer,9,3865,2015-02-16
Cilic,10,3690,2015-02-16
Djokovic,1,13045,2015-02-23
Federer,2,9205,2015-02-23
Murray,3,5460,2015-02-23
Nadal,4,5425,2015-02-23
Nishikori,5,5205,2015-02-23
Raonic,6,4980,2015-02-23
Wawrinka,7,4595,2015-02-23
Berdych,8,4460,2015-02-23
Ferrer,9,4185,2015-02-23
Dimitrov,10,3465,2015-02-23
Djokovic,1,13165,2015-03-02
Federer,2,9205,2015-03-02
Nadal,3,5675,2015-03-02
Nishikori,4,5415,2015-03-02
Murray,5,5370,2015-03-02
Raonic,6,4980,2015-03-02
Wawrinka,7,4595,2015-03-02
Ferrer,8,4535,2015-03-02
Berdych,9,4340,2015-03-02
Cilic,10,3450,2015-03-02
Djokovic,1,13205,2015-03-09
Federer,2,9205,2015-03-09
Nadal,3,5675,2015-03-09
Murray,4,5425,2015-03-09
Nishikori,5,5415,2015-03-09
Raonic,6,4980,2015-03-09
Wawrinka,7,4595,2015-03-09
Ferrer,8,4535,2015-03-09
Berdych,9,4340,2015-03-09
Cilic,10,3450,2015-03-09
Djokovic,1,13205,2015-03-23
Federer,2,9205,2015-03-23
Nadal,3,5810,2015-03-23
Murray,4,5695,2015-03-23
Nishikori,5,5460,2015-03-23
Raonic,6,5160,2015-03-23
Ferrer,7,4580,2015-03-23
Wawrinka,8,4515,2015-03-23
Berdych,9,4510,2015-03-23
Cilic,10,3370,2015-03-23
Djokovic,1,13205,2015-04-06
Federer,2,8895,2015-04-06
Murray,3,6060,2015-04-06
Nishikori,4,5280,2015-04-06
Nadal,5,5255,2015-04-06
Raonic,6,5070,2015-04-06
Ferrer,7,4670,2015-04-06
Berdych,8,4510,2015-04-06
Wawrinka,9,4405,2015-04-06
Cilic,10,3360,2015-04-06
Djokovic,1,13205,2015-04-13
Federer,2,8895,2015-04-13
Murray,3,6060,2015-04-13
Nishikori,4,5280,2015-04-13
Nadal,5,5255,2015-04-13
Raonic,6,5070,2015-04-13
Ferrer,7,4670,2015-04-13
Berdych,8,4510,2015-04-13
Wawrinka,9,4405,2015-04-13
Cilic,10,3360,2015-04-13
Djokovic,1,13845,2015-04-20
Federer,2,8385,2015-04-20
Murray,3,6060,2015-04-20
Nadal,4,5435,2015-04-20
Nishikori,5,5280,2015-04-20
Raonic,6,5070,2015-04-20
Berdych,7,4960,2015-04-20
Ferrer,8,4490,2015-04-20
Cilic,9,3495,2015-04-20
Wawrinka,10,3495,2015-04-20
Djokovic,1,13845,2015-04-27
Federer,2,8385,2015-04-27
Murray,3,6060,2015-04-27
Nadal,4,5390,2015-04-27
Nishikori,5,5280,2015-04-27
Raonic,6,5070,2015-04-27
Berdych,7,4960,2015-04-27
Ferrer,8,4490,2015-04-27
Wawrinka,9,3495,2015-04-27
Cilic,10,3405,2015-04-27
Djokovic,1,13845,2015-05-04
Federer,2,8635,2015-05-04
Murray,3,6220,2015-05-04
Nadal,4,5390,2015-05-04
Nishikori,5,5280,2015-05-04
Raonic,6,5070,2015-05-04
Berdych,7,4960,2015-05-04
Ferrer,8,4490,2015-05-04
Wawrinka,9,3495,2015-05-04
Cilic,10,3405,2015-05-04
Djokovic,1,13845,2015-05-11
Federer,2,8645,2015-05-11
Murray,3,7130,2015-05-11
Raonic,4,5160,2015-05-11
Berdych,5,5140,2015-05-11
Nishikori,6,5040,2015-05-11
Nadal,7,4990,2015-05-11
Ferrer,8,4310,2015-05-11
Wawrinka,9,3575,2015-05-11
Cilic,10,3360,2015-05-11
Djokovic,1,13845,2015-05-18
Federer,2,9235,2015-05-18
Murray,3,7040,2015-05-18
Berdych,4,5230,2015-05-18
Nishikori,5,5220,2015-05-18
Raonic,6,4800,2015-05-18
Nadal,7,4570,2015-05-18
Ferrer,8,4490,2015-05-18
Wawrinka,9,3845,2015-05-18
Cilic,10,3325,2015-05-18
Djokovic,1,13845,2015-05-25
Federer,2,9235,2015-05-25
Murray,3,7040,2015-05-25
Berdych,4,5230,2015-05-25
Nishikori,5,5220,2015-05-25
Raonic,6,4800,2015-05-25
Nadal,7,4570,2015-05-25
Ferrer,8,4490,2015-05-25
Wawrinka,9,3845,2015-05-25
Cilic,10,3370,2015-05-25
Djokovic,1,13845,2015-06-08
Federer,2,9415,2015-06-08
Murray,3,7040,2015-06-08
Wawrinka,4,5835,2015-06-08
Nishikori,5,5570,2015-06-08
Berdych,6,5050,2015-06-08
Ferrer,7,4490,2015-06-08
Raonic,8,4440,2015-06-08
Cilic,9,3460,2015-06-08
Nadal,10,2930,2015-06-08
Djokovic,1,13845,2015-06-15
Federer,2,9165,2015-06-15
Murray,3,7040,2015-06-15
Wawrinka,4,5790,2015-06-15
Nishikori,5,5570,2015-06-15
Berdych,6,5050,2015-06-15
Ferrer,7,4490,2015-06-15
Raonic,8,4440,2015-06-15
Cilic,9,3540,2015-06-15
Nadal,10,3135,2015-06-15
Djokovic,1,13845,2015-06-22
Federer,2,9665,2015-06-22
Murray,3,7450,2015-06-22
Wawrinka,4,5790,2015-06-22
Nishikori,5,5660,2015-06-22
Berdych,6,5050,2015-06-22
Ferrer,7,4490,2015-06-22
Raonic,8,4440,2015-06-22
Cilic,9,3540,2015-06-22
Nadal,10,3135,2015-06-22
Djokovic,1,13845,2015-06-29
Federer,2,9665,2015-06-29
Murray,3,7450,2015-06-29
Wawrinka,4,5790,2015-06-29
Nishikori,5,5660,2015-06-29
Berdych,6,5050,2015-06-29
Ferrer,7,4490,2015-06-29
Raonic,8,4440,2015-06-29
Cilic,9,3540,2015-06-29
Nadal,10,3135,2015-06-29
Djokovic,1,13845,2015-07-13
Federer,2,9665,2015-07-13
Murray,3,7810,2015-07-13
Wawrinka,4,5790,2015-07-13
Nishikori,5,5525,2015-07-13
Berdych,6,5140,2015-07-13
Ferrer,7,4445,2015-07-13
Raonic,8,3810,2015-07-13
Cilic,9,3540,2015-07-13
Nadal,10,3000,2015-07-13
Djokovic,1,13845,2015-07-20
Federer,2,9665,2015-07-20
Murray,3,7840,2015-07-20
Wawrinka,4,5790,2015-07-20
Nishikori,5,5525,2015-07-20
Berdych,6,5140,2015-07-20
Ferrer,7,4325,2015-07-20
Raonic,8,3810,2015-07-20
Cilic,9,3540,2015-07-20
Nadal,10,3000,2015-07-20
Djokovic,1,13845,2015-07-27
Federer,2,9665,2015-07-27
Murray,3,7840,2015-07-27
Wawrinka,4,5790,2015-07-27
Nishikori,5,5525,2015-07-27
Berdych,6,5140,2015-07-27
Ferrer,7,4325,2015-07-27
Raonic,8,3810,2015-07-27
Cilic,9,3495,2015-07-27
Nadal,10,3000,2015-07-27
Djokovic,1,13845,2015-08-03
Federer,2,9665,2015-08-03
Murray,3,7840,2015-08-03
Wawrinka,4,5790,2015-08-03
Nishikori,5,5525,2015-08-03
Berdych,6,5140,2015-08-03
Ferrer,7,4325,2015-08-03
Cilic,8,3495,2015-08-03
Nadal,9,3410,2015-08-03
Raonic,10,3400,2015-08-03
Djokovic,1,13755,2015-08-10
Federer,2,9065,2015-08-10
Murray,3,7840,2015-08-10
Nishikori,4,6025,2015-08-10
Wawrinka,5,5745,2015-08-10
Berdych,6,5140,2015-08-10
Ferrer,7,4295,2015-08-10
Cilic,8,3585,2015-08-10
Nadal,9,3500,2015-08-10
Raonic,10,3275,2015-08-10
Djokovic,1,14265,2015-08-17
Murray,2,8660,2015-08-17
Federer,3,8065,2015-08-17
Nishikori,4,6385,2015-08-17
Wawrinka,5,5575,2015-08-17
Berdych,6,5140,2015-08-17
Ferrer,7,3695,2015-08-17
Nadal,8,3680,2015-08-17
Cilic,9,3505,2015-08-17
Raonic,10,2925,2015-08-17
Djokovic,1,14865,2015-08-24
Federer,2,9065,2015-08-24
Murray,3,8840,2015-08-24
Nishikori,4,6205,2015-08-24
Wawrinka,5,5710,2015-08-24
Berdych,6,5230,2015-08-24
Ferrer,7,3695,2015-08-24
Nadal,8,3680,2015-08-24
Cilic,9,3550,2015-08-24
Raonic,10,2880,2015-08-24
Djokovic,1,14865,2015-08-31
Federer,2,9065,2015-08-31
Murray,3,8840,2015-08-31
Nishikori,4,6205,2015-08-31
Wawrinka,5,5710,2015-08-31
Berdych,6,5230,2015-08-31
Ferrer,7,3695,2015-08-31
Nadal,8,3680,2015-08-31
Cilic,9,3550,2015-08-31
Raonic,10,2880,2015-08-31
Djokovic,1,16145,2015-09-14
Federer,2,9405,2015-09-14
Murray,3,8660,2015-09-14
Wawrinka,4,6000,2015-09-14
Berdych,5,5050,2015-09-14
Nishikori,6,5015,2015-09-14
Nadal,7,3770,2015-09-14
Ferrer,8,3695,2015-09-14
Raonic,9,2790,2015-09-14
Simon,10,2560,2015-09-14
Djokovic,1,16145,2015-09-21
Federer,2,9420,2015-09-21
Murray,3,8800,2015-09-21
Wawrinka,4,6005,2015-09-21
Berdych,5,5050,2015-09-21
Nishikori,6,5015,2015-09-21
Nadal,7,3770,2015-09-21
Ferrer,8,3695,2015-09-21
Raonic,9,2790,2015-09-21
Simon,10,2560,2015-09-21
Djokovic,1,16145,2015-09-28
Federer,2,9420,2015-09-28
Murray,3,8730,2015-09-28
Wawrinka,4,6005,2015-09-28
Berdych,5,5050,2015-09-28
Nishikori,6,4945,2015-09-28
Nadal,7,3770,2015-09-28
Ferrer,8,3695,2015-09-28
Raonic,9,2950,2015-09-28
Simon,10,2665,2015-09-28
Djokovic,1,15645,2015-10-05
Federer,2,9420,2015-10-05
Murray,3,8640,2015-10-05
Wawrinka,4,6005,2015-10-05
Berdych,5,4900,2015-10-05
Nishikori,6,4540,2015-10-05
Ferrer,7,3945,2015-10-05
Nadal,8,3770,2015-10-05
Raonic,9,2740,2015-10-05
Simon,10,2530,2015-10-05
Djokovic,1,15785,2015-10-12
Murray,2,8640,2015-10-12
Federer,3,8420,2015-10-12
Wawrinka,4,6495,2015-10-12
Berdych,5,4910,2015-10-12
Nishikori,6,4710,2015-10-12
Nadal,7,4060,2015-10-12
Ferrer,8,3945,2015-10-12
Raonic,9,2770,2015-10-12
Anderson,10,2475,2015-10-12
Djokovic,1,16785,2015-10-19
Murray,2,8750,2015-10-19
Federer,3,8430,2015-10-19
Wawrinka,4,6630,2015-10-19
Berdych,5,4840,2015-10-19
Nishikori,6,4705,2015-10-19
Nadal,7,4330,2015-10-19
Ferrer,8,3805,2015-10-19
Raonic,9,2820,2015-10-19
Tsonga,10,2590,2015-10-19
Djokovic,1,16785,2015-10-26
Murray,2,8250,2015-10-26
Federer,3,7930,2015-10-26
Wawrinka,4,6630,2015-10-26
Berdych,5,5000,2015-10-26
Nishikori,6,4705,2015-10-26
Nadal,7,4330,2015-10-26
Ferrer,8,4125,2015-10-26
Raonic,9,2770,2015-10-26
Tsonga,10,2635,2015-10-26
Djokovic,1,15785,2015-11-02
Federer,2,8250,2015-11-02
Murray,3,8070,2015-11-02
Wawrinka,4,6585,2015-11-02
Berdych,5,4730,2015-11-02
Nadal,6,4630,2015-11-02
Nishikori,7,4440,2015-11-02
Ferrer,8,3945,2015-11-02
Gasquet,9,2715,2015-11-02
Tsonga,10,2545,2015-11-02
Djokovic,1,15285,2015-11-09
Murray,2,8470,2015-11-09
Federer,3,7340,2015-11-09
Wawrinka,4,6500,2015-11-09
Nadal,5,4630,2015-11-09
Berdych,6,4620,2015-11-09
Ferrer,7,4305,2015-11-09
Nishikori,8,4035,2015-11-09
Gasquet,9,2850,2015-11-09
Tsonga,10,2635,2015-11-09
Djokovic,1,15285,2015-11-16
Murray,2,8470,2015-11-16
Federer,3,7340,2015-11-16
Wawrinka,4,6500,2015-11-16
Nadal,5,4630,2015-11-16
Berdych,6,4620,2015-11-16
Ferrer,7,4305,2015-11-16
Nishikori,8,4035,2015-11-16
Gasquet,9,2850,2015-11-16
Tsonga,10,2635,2015-11-16
Djokovic,1,16585,2015-11-23
Murray,2,8670,2015-11-23
Federer,3,8265,2015-11-23
Wawrinka,4,6865,2015-11-23
Nadal,5,5230,2015-11-23
Berdych,6,4620,2015-11-23
Ferrer,7,4305,2015-11-23
Nishikori,8,4235,2015-11-23
Gasquet,9,2850,2015-11-23
Tsonga,10,2635,2015-11-23
Djokovic,1,16585,2015-11-30
Murray,2,8945,2015-11-30
Federer,3,8265,2015-11-30
Wawrinka,4,6865,2015-11-30
Nadal,5,5230,2015-11-30
Berdych,6,4620,2015-11-30
Ferrer,7,4305,2015-11-30
Nishikori,8,4235,2015-11-30
Gasquet,9,2850,2015-11-30
Tsonga,10,2635,2015-11-30
Djokovic,1,16585,2015-12-07
Murray,2,8945,2015-12-07
Federer,3,8265,2015-12-07
Wawrinka,4,6865,2015-12-07
Nadal,5,5230,2015-12-07
Berdych,6,4620,2015-12-07
Ferrer,7,4305,2015-12-07
Nishikori,8,4235,2015-12-07
Gasquet,9,2850,2015-12-07
Tsonga,10,2635,2015-12-07
Djokovic,1,16585,2015-12-14
Murray,2,8945,2015-12-14
Federer,3,8265,2015-12-14
Wawrinka,4,6865,2015-12-14
Nadal,5,5230,2015-12-14
Berdych,6,4620,2015-12-14
Ferrer,7,4305,2015-12-14
Nishikori,8,4235,2015-12-14
Gasquet,9,2850,2015-12-14
Tsonga,10,2635,2015-12-14
Djokovic,1,16585,2015-12-21
Murray,2,8945,2015-12-21
Federer,3,8265,2015-12-21
Wawrinka,4,6865,2015-12-21
Nadal,5,5230,2015-12-21
Berdych,6,4620,2015-12-21
Ferrer,7,4305,2015-12-21
Nishikori,8,4235,2015-12-21
Gasquet,9,2850,2015-12-21
Tsonga,10,2635,2015-12-21
Djokovic,1,16585,2015-12-28
Murray,2,8945,2015-12-28
Federer,3,8265,2015-12-28
Wawrinka,4,6865,2015-12-28
Nadal,5,5230,2015-12-28
Berdych,6,4620,2015-12-28
Ferrer,7,4305,2015-12-28
Nishikori,8,4235,2015-12-28
Gasquet,9,2850,2015-12-28
Tsonga,10,2635,2015-12-28
Djokovic,1,16585,2016-01-04
Murray,2,8945,2016-01-04
Federer,3,8265,2016-01-04
Wawrinka,4,6865,2016-01-04
Nadal,5,5230,2016-01-04
Berdych,6,4620,2016-01-04
Ferrer,7,4305,2016-01-04
Nishikori,8,4235,2016-01-04
Gasquet,9,2850,2016-01-04
Tsonga,10,2635,2016-01-04
Djokovic,1,16790,2016-01-11
Murray,2,8945,2016-01-11
Federer,3,8165,2016-01-11
Wawrinka,4,6865,2016-01-11
Nadal,5,5230,2016-01-11
Berdych,6,4560,2016-01-11
Nishikori,7,4235,2016-01-11
Ferrer,8,4055,2016-01-11
Gasquet,9,2850,2016-01-11
Tsonga,10,2635,2016-01-11
Djokovic,1,16790,2016-01-18
Murray,2,8945,2016-01-18
Federer,3,8165,2016-01-18
Wawrinka,4,6865,2016-01-18
Nadal,5,5230,2016-01-18
Berdych,6,4560,2016-01-18
Nishikori,7,4235,2016-01-18
Ferrer,8,4145,2016-01-18
Gasquet,9,2850,2016-01-18
Tsonga,10,2725,2016-01-18
Djokovic,1,16790,2016-02-01
Murray,2,8945,2016-02-01
Federer,3,8795,2016-02-01
Wawrinka,4,6325,2016-02-01
Nadal,5,4880,2016-02-01
Ferrer,6,4325,2016-02-01
Nishikori,7,4235,2016-02-01
Berdych,8,4200,2016-02-01
Tsonga,9,2905,2016-02-01
Gasquet,10,2760,2016-02-01
Djokovic,1,16790,2016-02-08
Murray,2,8945,2016-02-08
Federer,3,8795,2016-02-08
Wawrinka,4,6325,2016-02-08
Nadal,5,4880,2016-02-08
Ferrer,6,4325,2016-02-08
Nishikori,7,4235,2016-02-08
Berdych,8,4200,2016-02-08
Tsonga,9,2905,2016-02-08
Gasquet,10,2760,2016-02-08
Djokovic,1,16790,2016-02-15
Murray,2,8855,2016-02-15
Federer,3,8795,2016-02-15
